file_path,animal,sequence,image_path,animal_count,a1,a2,a3,a4,b1,b2,b3,b4,c1,c2,c3,c4,d1,d2,d3,d4,e1,e2,e3,e4,f1,f2,f3,f4,g1,g2,g3,g4,h1,h2,h3,h4
1.02-Agouti/SEQ75583/SEQ75583_IMG_0007.JPG,Agouti,SEQ75583,SEQ75583_IMG0007.JPG,1,413,632,1193,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0008.JPG,Agouti,SEQ75583,SEQ75583_IMG0008.JPG,1,491,689,1193,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0009.JPG,Agouti,SEQ75583,SEQ75583_IMG0009.JPG,1,301,670,1209,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0010.JPG,Agouti,SEQ75583,SEQ75583_IMG0010.JPG,1,267,656,1192,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0011.JPG,Agouti,SEQ75583,SEQ75583_IMG0011.JPG,1,292,717,1153,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0012.JPG,Agouti,SEQ75583,SEQ75583_IMG0012.JPG,1,248,700,1127,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0013.JPG,Agouti,SEQ75583,SEQ75583_IMG0013.JPG,1,388,703,1143,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0014.JPG,Agouti,SEQ75583,SEQ75583_IMG0014.JPG,1,231,570,1144,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0015.JPG,Agouti,SEQ75583,SEQ75583_IMG0015.JPG,1,229,567,1146,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0016.JPG,Agouti,SEQ75583,SEQ75583_IMG0016.JPG,1,157,611,1151,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0017.JPG,Agouti,SEQ75583,SEQ75583_IMG0017.JPG,1,8,637,724,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0018.JPG,Agouti,SEQ75583,SEQ75583_IMG0018.JPG,1,173,579,763,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0019.JPG,Agouti,SEQ75583,SEQ75583_IMG0019.JPG,1,488,555,722,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0020.JPG,Agouti,SEQ75583,SEQ75583_IMG0020.JPG,1,530,546,773,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0021.JPG,Agouti,SEQ75583,SEQ75583_IMG0021.JPG,1,661,516,805,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0022.JPG,Agouti,SEQ75583,SEQ75583_IMG0022.JPG,1,603,491,733,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0023.JPG,Agouti,SEQ75583,SEQ75583_IMG0023.JPG,1,665,484,838,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0024.JPG,Agouti,SEQ75583,SEQ75583_IMG0024.JPG,1,684,476,887,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0025.JPG,Agouti,SEQ75583,SEQ75583_IMG0025.JPG,1,691,477,968,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0026.JPG,Agouti,SEQ75583,SEQ75583_IMG0026.JPG,1,722,479,1015,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0027.JPG,Agouti,SEQ75583,SEQ75583_IMG0027.JPG,1,726,483,1024,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0028.JPG,Agouti,SEQ75583,SEQ75583_IMG0028.JPG,1,733,484,1055,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0029.JPG,Agouti,SEQ75583,SEQ75583_IMG0029.JPG,1,770,483,1060,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0030.JPG,Agouti,SEQ75583,SEQ75583_IMG0030.JPG,1,768,486,1015,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0031.JPG,Agouti,SEQ75583,SEQ75583_IMG0031.JPG,1,1125,444,1230,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0032.JPG,Agouti,SEQ75583,SEQ75583_IMG0032.JPG,1,1164,444,1291,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0033.JPG,Agouti,SEQ75583,SEQ75583_IMG0033.JPG,1,1162,446,1304,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0034.JPG,Agouti,SEQ75583,SEQ75583_IMG0034.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0035.JPG,Agouti,SEQ75583,SEQ75583_IMG0035.JPG,1,1159,440,1307,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0036.JPG,Agouti,SEQ75583,SEQ75583_IMG0036.JPG,1,1151,436,1305,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0037.JPG,Agouti,SEQ75583,SEQ75583_IMG0037.JPG,1,1170,412,1256,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0038.JPG,Agouti,SEQ75583,SEQ75583_IMG0038.JPG,1,1166,414,1241,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0039.JPG,Agouti,SEQ75583,SEQ75583_IMG0039.JPG,1,1102,407,1182,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75583/SEQ75583_IMG_0040.JPG,Agouti,SEQ75583,SEQ75583_IMG0040.JPG,1,1046,421,1123,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0001.JPG,Agouti,SEQ75585,SEQ75585_IMG0001.JPG,1,807,487,965,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0002.JPG,Agouti,SEQ75585,SEQ75585_IMG0002.JPG,1,901,460,1001,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0003.JPG,Agouti,SEQ75585,SEQ75585_IMG0003.JPG,1,1028,451,1220,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0004.JPG,Agouti,SEQ75585,SEQ75585_IMG0004.JPG,1,1195,455,1416,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0005.JPG,Agouti,SEQ75585,SEQ75585_IMG0005.JPG,1,1376,482,1647,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0006.JPG,Agouti,SEQ75585,SEQ75585_IMG0006.JPG,1,1539,489,1748,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0007.JPG,Agouti,SEQ75585,SEQ75585_IMG0007.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0008.JPG,Agouti,SEQ75585,SEQ75585_IMG0008.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0009.JPG,Agouti,SEQ75585,SEQ75585_IMG0009.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75585/SEQ75585_IMG_0010.JPG,Agouti,SEQ75585,SEQ75585_IMG0010.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0001.JPG,Agouti,SEQ75886,SEQ75886_IMG0001.JPG,1,1740,520,1880,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0002.JPG,Agouti,SEQ75886,SEQ75886_IMG0002.JPG,1,1724,513,1868,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0003.JPG,Agouti,SEQ75886,SEQ75886_IMG0003.JPG,1,1556,517,1803,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0004.JPG,Agouti,SEQ75886,SEQ75886_IMG0004.JPG,1,1351,506,1601,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0005.JPG,Agouti,SEQ75886,SEQ75886_IMG0005.JPG,1,1169,498,1416,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0006.JPG,Agouti,SEQ75886,SEQ75886_IMG0006.JPG,1,1035,498,1256,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0007.JPG,Agouti,SEQ75886,SEQ75886_IMG0007.JPG,1,1018,522,1219,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0008.JPG,Agouti,SEQ75886,SEQ75886_IMG0008.JPG,1,982,537,1135,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0009.JPG,Agouti,SEQ75886,SEQ75886_IMG0009.JPG,1,936,607,1155,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0010.JPG,Agouti,SEQ75886,SEQ75886_IMG0010.JPG,1,941,513,1112,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0011.JPG,Agouti,SEQ75886,SEQ75886_IMG0011.JPG,1,689,513,1057,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0012.JPG,Agouti,SEQ75886,SEQ75886_IMG0012.JPG,1,595,559,1021,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0013.JPG,Agouti,SEQ75886,SEQ75886_IMG0013.JPG,1,414,517,876,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0014.JPG,Agouti,SEQ75886,SEQ75886_IMG0014.JPG,1,42,520,619,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0015.JPG,Agouti,SEQ75886,SEQ75886_IMG0015.JPG,1,8,509,426,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0016.JPG,Agouti,SEQ75886,SEQ75886_IMG0016.JPG,1,11,511,410,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0017.JPG,Agouti,SEQ75886,SEQ75886_IMG0017.JPG,1,8,514,405,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0018.JPG,Agouti,SEQ75886,SEQ75886_IMG0018.JPG,1,8,518,246,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0019.JPG,Agouti,SEQ75886,SEQ75886_IMG0019.JPG,1,6,532,91,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0020.JPG,Agouti,SEQ75886,SEQ75886_IMG0020.JPG,1,6,570,87,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0021.JPG,Agouti,SEQ75886,SEQ75886_IMG0021.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0022.JPG,Agouti,SEQ75886,SEQ75886_IMG0022.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0023.JPG,Agouti,SEQ75886,SEQ75886_IMG0023.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0024.JPG,Agouti,SEQ75886,SEQ75886_IMG0024.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0025.JPG,Agouti,SEQ75886,SEQ75886_IMG0025.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0026.JPG,Agouti,SEQ75886,SEQ75886_IMG0026.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0027.JPG,Agouti,SEQ75886,SEQ75886_IMG0027.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0028.JPG,Agouti,SEQ75886,SEQ75886_IMG0028.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0029.JPG,Agouti,SEQ75886,SEQ75886_IMG0029.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ75886/SEQ75886_IMG_0030.JPG,Agouti,SEQ75886,SEQ75886_IMG0030.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0001.JPG,Agouti,SEQ76129,SEQ76129_IMG0001.JPG,1,11,536,511,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0002.JPG,Agouti,SEQ76129,SEQ76129_IMG0002.JPG,1,358,532,937,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0003.JPG,Agouti,SEQ76129,SEQ76129_IMG0003.JPG,1,497,545,1038,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0004.JPG,Agouti,SEQ76129,SEQ76129_IMG0004.JPG,1,764,545,1312,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0005.JPG,Agouti,SEQ76129,SEQ76129_IMG0005.JPG,1,807,558,1300,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0006.JPG,Agouti,SEQ76129,SEQ76129_IMG0006.JPG,1,798,561,1329,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0007.JPG,Agouti,SEQ76129,SEQ76129_IMG0007.JPG,1,968,556,1410,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0008.JPG,Agouti,SEQ76129,SEQ76129_IMG0008.JPG,1,986,561,1507,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0009.JPG,Agouti,SEQ76129,SEQ76129_IMG0009.JPG,1,995,558,1502,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0010.JPG,Agouti,SEQ76129,SEQ76129_IMG0010.JPG,1,1078,554,1334,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0011.JPG,Agouti,SEQ76129,SEQ76129_IMG0011.JPG,1,1442,567,1787,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0012.JPG,Agouti,SEQ76129,SEQ76129_IMG0012.JPG,1,1641,556,1823,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0013.JPG,Agouti,SEQ76129,SEQ76129_IMG0013.JPG,1,1677,615,1877,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0014.JPG,Agouti,SEQ76129,SEQ76129_IMG0014.JPG,1,1744,572,1915,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0015.JPG,Agouti,SEQ76129,SEQ76129_IMG0015.JPG,1,1785,563,1917,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0016.JPG,Agouti,SEQ76129,SEQ76129_IMG0016.JPG,1,1863,574,1917,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0017.JPG,Agouti,SEQ76129,SEQ76129_IMG0017.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0018.JPG,Agouti,SEQ76129,SEQ76129_IMG0018.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0019.JPG,Agouti,SEQ76129,SEQ76129_IMG0019.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-Agouti/SEQ76129/SEQ76129_IMG_0020.JPG,Agouti,SEQ76129,SEQ76129_IMG0020.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0001.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0001.JPG,1,141,559,526,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0002.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0002.JPG,1,321,541,759,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0003.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0003.JPG,1,487,513,949,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0004.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0004.JPG,1,696,505,1215,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0005.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0005.JPG,1,970,462,1514,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0006.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0006.JPG,1,1250,462,1808,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0007.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0007.JPG,1,1537,391,1918,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0008.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0008.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0009.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0009.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75250/SEQ75250_IMG_0010.JPG,White-nosed_Coati,SEQ75250,SEQ75250_IMG0010.JPG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0001.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0001.JPG,5,1532,462,1631,551,1532,462,1631,551,1532,462,1631,551,1532,462,1631,551,1532,462,1631,551,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0002.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0002.JPG,3,1320,405,1429,508,1320,405,1429,508,1320,405,1429,508,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0003.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0003.JPG,3,1286,423,1427,603,1286,423,1427,603,1286,423,1427,603,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0004.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0004.JPG,4,1107,298,1425,620,1107,298,1425,620,1107,298,1425,620,1107,298,1425,620,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0005.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0005.JPG,5,1277,403,1427,525,1277,403,1427,525,1277,403,1427,525,1277,403,1427,525,1277,403,1427,525,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0006.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0006.JPG,4,1282,413,1429,518,1282,413,1429,518,1282,413,1429,518,1282,413,1429,518,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0007.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0007.JPG,2,1288,405,1434,529,1288,405,1434,529,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0008.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0008.JPG,2,1303,408,1432,530,1303,408,1432,530,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0009.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0009.JPG,2,1316,406,1439,518,1316,406,1439,518,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ75595/SEQ75595_IMG_0010.JPG,White-nosed_Coati,SEQ75595,SEQ75595_IMG0010.JPG,2,1301,408,1429,532,1301,408,1429,532,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ76076/SEQ76076_IMG_0001.JPG,White-nosed_Coati,SEQ76076,SEQ76076_IMG0001.JPG,1,20,287,956,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08-White-nosed_Coati/SEQ76076/SEQ76076_IMG_0002.JPG,White-nosed_Coati,SEQ76076,SEQ76076_IMG0002.JPG,1,321,65,1085,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
