file_path,animal,sequence,image_path,animal_count,a1,a2,a3,a4
1.63-European_Hare/SEQ83213/SEQ83213_IMG_0010.JPG,European_Hare,SEQ83213,SEQ83213_IMG_0010.JPG,1,0,1000,633,1421
1.63-European_Hare/SEQ83213/SEQ83213_IMG_0011.JPG,European_Hare,SEQ83213,SEQ83213_IMG_0011.JPG,1,552,1002,809,1274
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0001.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0001.JPG,1,1643,904,2048,1369
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0002.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0002.JPG,1,908,803,1318,1267
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0003.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0003.JPG,1,950,968,1324,1238
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0004.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0004.JPG,1,1010,809,1261,1265
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0005.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0005.JPG,1,972,662,1313,1190
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0006.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0006.JPG,1,1105,749,1370,1126
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0007.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0007.JPG,1,1117,636,1410,1188
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0008.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0008.JPG,1,1090,692,1381,1085
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0009.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0009.JPG,1,1108,849,1354,1182
1.63-European_Hare/SEQ77299/SEQ77299_IMG_0010.JPG,European_Hare,SEQ77299,SEQ77299_IMG_0010.JPG,1,672,1017,826,1160
1.63-European_Hare/SEQ81093/SEQ81093_IMG_0001.JPG,European_Hare,SEQ81093,SEQ81093_IMG_0001.JPG,1,1077,662,2048,1474
1.63-European_Hare/SEQ81093/SEQ81093_IMG_0002.JPG,European_Hare,SEQ81093,SEQ81093_IMG_0002.JPG,1,1522,994,2048,1474
1.63-European_Hare/SEQ81093/SEQ81093_IMG_0003.JPG,European_Hare,SEQ81093,SEQ81093_IMG_0003.JPG,1,1579,1122,1833,1474
1.63-European_Hare/SEQ81093/SEQ81093_IMG_0004.JPG,European_Hare,SEQ81093,SEQ81093_IMG_0004.JPG,1,1034,1215,1200,1474
1.63-European_Hare/SEQ81093/SEQ81093_IMG_0005.JPG,European_Hare,SEQ81093,SEQ81093_IMG_0005.JPG,1,883,1205,1027,1474
1.63-European_Hare/SEQ79510/SEQ79510_IMG_0001.JPG,European_Hare,SEQ79510,SEQ79510_IMG_0001.JPG,1,0,31,2048,745
1.63-European_Hare/SEQ79510/SEQ79510_IMG_0002.JPG,European_Hare,SEQ79510,SEQ79510_IMG_0002.JPG,1,0,33,454,492
1.63-European_Hare/SEQ79510/SEQ79510_IMG_0006.JPG,European_Hare,SEQ79510,SEQ79510_IMG_0006.JPG,1,857,966,1279,1285
1.63-European_Hare/SEQ79510/SEQ79510_IMG_0007.JPG,European_Hare,SEQ79510,SEQ79510_IMG_0007.JPG,1,1146,1000,1462,1150
1.63-European_Hare/SEQ79510/SEQ79510_IMG_0009.JPG,European_Hare,SEQ79510,SEQ79510_IMG_0009.JPG,1,1245,1010,1993,1347
1.63-European_Hare/SEQ79510/SEQ79510_IMG_0016.JPG,European_Hare,SEQ79510,SEQ79510_IMG_0016.JPG,1,0,33,770,288
1.63-European_Hare/SEQ77334/SEQ77334_IMG_0001.JPG,European_Hare,SEQ77334,SEQ77334_IMG_0001.JPG,1,0,803,1856,1376
1.63-European_Hare/SEQ77334/SEQ77334_IMG_0006.JPG,European_Hare,SEQ77334,SEQ77334_IMG_0006.JPG,1,695,744,845,845
1.63-European_Hare/SEQ79478/SEQ79478_IMG_0002.JPG,European_Hare,SEQ79478,SEQ79478_IMG_0002.JPG,1,766,450,2048,722
1.63-European_Hare/SEQ79478/SEQ79478_IMG_0003.JPG,European_Hare,SEQ79478,SEQ79478_IMG_0003.JPG,1,1600,1054,1700,1211
1.63-European_Hare/SEQ80830/SEQ80830_IMG_0001.JPG,European_Hare,SEQ80830,SEQ80830_IMG_0001.JPG,1,268,998,1103,1464
1.63-European_Hare/SEQ81357/SEQ81357_IMG_0001.JPG,European_Hare,SEQ81357,SEQ81357_IMG_0001.JPG,1,0,486,2048,1474
1.63-European_Hare/SEQ81357/SEQ81357_IMG_0002.JPG,European_Hare,SEQ81357,SEQ81357_IMG_0002.JPG,1,1571,1401,1818,1467
1.63-European_Hare/SEQ81357/SEQ81357_IMG_0006.JPG,European_Hare,SEQ81357,SEQ81357_IMG_0006.JPG,1,0,32,2048,727
1.63-European_Hare/SEQ81357/SEQ81357_IMG_0007.JPG,European_Hare,SEQ81357,SEQ81357_IMG_0007.JPG,1,359,742,806,1032
1.63-European_Hare/SEQ83225/SEQ83225_IMG_0001.JPG,European_Hare,SEQ83225,SEQ83225_IMG_0001.JPG,1,834,929,1766,1363
1.63-European_Hare/SEQ83225/SEQ83225_IMG_0002.JPG,European_Hare,SEQ83225,SEQ83225_IMG_0002.JPG,1,362,816,1176,1129
1.63-European_Hare/SEQ81076/SEQ81076_IMG_0001.JPG,European_Hare,SEQ81076,SEQ81076_IMG_0001.JPG,1,1293,128,1743,472
1.63-European_Hare/SEQ81076/SEQ81076_IMG_0002.JPG,European_Hare,SEQ81076,SEQ81076_IMG_0002.JPG,1,1483,1153,1561,1348
1.63-European_Hare/SEQ81076/SEQ81076_IMG_0006.JPG,European_Hare,SEQ81076,SEQ81076_IMG_0006.JPG,1,1266,1026,1419,1305
1.63-European_Hare/SEQ75140/SEQ75140_IMG_0001.JPG,European_Hare,SEQ75140,SEQ75140_IMG_0001.JPG,1,0,164,1225,1452
1.63-European_Hare/SEQ80812/SEQ80812_IMG_0001.JPG,European_Hare,SEQ80812,SEQ80812_IMG_0001.JPG,1,822,806,2048,1421
1.63-European_Hare/SEQ80812/SEQ80812_IMG_0002.JPG,European_Hare,SEQ80812,SEQ80812_IMG_0002.JPG,1,341,904,567,1117
1.63-European_Hare/SEQ75204/SEQ75204_IMG_0001.JPG,European_Hare,SEQ75204,SEQ75204_IMG_0001.JPG,1,0,856,2048,1474
1.63-European_Hare/SEQ75204/SEQ75204_IMG_0002.JPG,European_Hare,SEQ75204,SEQ75204_IMG_0002.JPG,1,0,1395,1720,1474
1.63-European_Hare/SEQ75204/SEQ75204_IMG_0003.JPG,European_Hare,SEQ75204,SEQ75204_IMG_0003.JPG,1,1862,1109,2048,1272
1.63-European_Hare/SEQ80811/SEQ80811_IMG_0003.JPG,European_Hare,SEQ80811,SEQ80811_IMG_0003.JPG,1,690,863,851,984
1.63-European_Hare/SEQ76887/SEQ76887_IMG_0001.JPG,European_Hare,SEQ76887,SEQ76887_IMG_0001.JPG,1,1041,33,2048,884
1.63-European_Hare/SEQ76887/SEQ76887_IMG_0002.JPG,European_Hare,SEQ76887,SEQ76887_IMG_0002.JPG,1,512,874,938,1170
1.63-European_Hare/SEQ76887/SEQ76887_IMG_0003.JPG,European_Hare,SEQ76887,SEQ76887_IMG_0003.JPG,1,916,391,1081,702
1.63-European_Hare/SEQ80723/SEQ80723_IMG_0002.JPG,European_Hare,SEQ80723,SEQ80723_IMG_0002.JPG,1,106,714,1273,1376
1.63-European_Hare/SEQ80723/SEQ80723_IMG_0003.JPG,European_Hare,SEQ80723,SEQ80723_IMG_0003.JPG,1,310,699,897,1394
1.63-European_Hare/SEQ80723/SEQ80723_IMG_0004.JPG,European_Hare,SEQ80723,SEQ80723_IMG_0004.JPG,1,425,762,802,1236
1.63-European_Hare/SEQ80723/SEQ80723_IMG_0005.JPG,European_Hare,SEQ80723,SEQ80723_IMG_0005.JPG,1,0,33,1993,683
1.63-European_Hare/SEQ81055/SEQ81055_IMG_0001.JPG,European_Hare,SEQ81055,SEQ81055_IMG_0001.JPG,1,1061,33,2048,1379
1.63-European_Hare/SEQ81055/SEQ81055_IMG_0002.JPG,European_Hare,SEQ81055,SEQ81055_IMG_0002.JPG,1,1816,553,2048,909
1.63-European_Hare/SEQ80809/SEQ80809_IMG_0001.JPG,European_Hare,SEQ80809,SEQ80809_IMG_0001.JPG,1,587,882,1007,1183
1.63-European_Hare/SEQ80612/SEQ80612_IMG_0002.JPG,European_Hare,SEQ80612,SEQ80612_IMG_0002.JPG,1,0,541,226,763
1.63-European_Hare/SEQ80612/SEQ80612_IMG_0004.JPG,European_Hare,SEQ80612,SEQ80612_IMG_0004.JPG,1,113,952,258,1081
1.63-European_Hare/SEQ76872/SEQ76872_IMG_0004.JPG,European_Hare,SEQ76872,SEQ76872_IMG_0004.JPG,1,539,777,695,1058
1.63-European_Hare/SEQ76872/SEQ76872_IMG_0005.JPG,European_Hare,SEQ76872,SEQ76872_IMG_0005.JPG,1,321,901,635,1189
1.63-European_Hare/SEQ76872/SEQ76872_IMG_0006.JPG,European_Hare,SEQ76872,SEQ76872_IMG_0006.JPG,1,1520,914,1955,1136
1.63-European_Hare/SEQ81360/SEQ81360_IMG_0001.JPG,European_Hare,SEQ81360,SEQ81360_IMG_0001.JPG,1,313,816,1214,1048
1.63-European_Hare/SEQ75200/SEQ75200_IMG_0001.JPG,European_Hare,SEQ75200,SEQ75200_IMG_0001.JPG,1,215,32,1114,415
1.63-European_Hare/SEQ77155/SEQ77155_IMG_0001.JPG,European_Hare,SEQ77155,SEQ77155_IMG_0001.JPG,1,0,32,2048,1121
1.63-European_Hare/SEQ77155/SEQ77155_IMG_0002.JPG,European_Hare,SEQ77155,SEQ77155_IMG_0002.JPG,1,1226,727,1454,1003
1.63-European_Hare/SEQ77155/SEQ77155_IMG_0003.JPG,European_Hare,SEQ77155,SEQ77155_IMG_0003.JPG,1,1326,735,1455,888
1.63-European_Hare/SEQ77155/SEQ77155_IMG_0007.JPG,European_Hare,SEQ77155,SEQ77155_IMG_0007.JPG,1,892,786,1109,978
1.63-European_Hare/SEQ77155/SEQ77155_IMG_0008.JPG,European_Hare,SEQ77155,SEQ77155_IMG_0008.JPG,1,372,778,539,892
1.63-European_Hare/SEQ77116/SEQ77116_IMG_0001.JPG,European_Hare,SEQ77116,SEQ77116_IMG_0001.JPG,1,0,36,2048,1156
1.63-European_Hare/SEQ77116/SEQ77116_IMG_0002.JPG,European_Hare,SEQ77116,SEQ77116_IMG_0002.JPG,1,1105,520,1540,1041
1.63-European_Hare/SEQ77116/SEQ77116_IMG_0003.JPG,European_Hare,SEQ77116,SEQ77116_IMG_0003.JPG,1,1114,519,1282,719
1.63-European_Hare/SEQ77116/SEQ77116_IMG_0004.JPG,European_Hare,SEQ77116,SEQ77116_IMG_0004.JPG,1,961,512,1389,972
1.63-European_Hare/SEQ77116/SEQ77116_IMG_0005.JPG,European_Hare,SEQ77116,SEQ77116_IMG_0005.JPG,1,689,616,913,904
1.63-European_Hare/SEQ79819/SEQ79819_IMG_0001.JPG,European_Hare,SEQ79819,SEQ79819_IMG_0001.JPG,1,1471,601,2048,921
1.63-European_Hare/SEQ79819/SEQ79819_IMG_0003.JPG,European_Hare,SEQ79819,SEQ79819_IMG_0003.JPG,1,1948,756,2048,1070
1.63-European_Hare/SEQ81057/SEQ81057_IMG_0001.JPG,European_Hare,SEQ81057,SEQ81057_IMG_0001.JPG,1,186,848,881,1471
1.63-European_Hare/SEQ77115/SEQ77115_IMG_0001.JPG,European_Hare,SEQ77115,SEQ77115_IMG_0001.JPG,1,584,300,1009,733
1.63-European_Hare/SEQ77115/SEQ77115_IMG_0006.JPG,European_Hare,SEQ77115,SEQ77115_IMG_0006.JPG,1,1154,741,1294,882
1.63-European_Hare/SEQ77115/SEQ77115_IMG_0008.JPG,European_Hare,SEQ77115,SEQ77115_IMG_0008.JPG,1,979,709,1098,850
1.63-European_Hare/SEQ77115/SEQ77115_IMG_0009.JPG,European_Hare,SEQ77115,SEQ77115_IMG_0009.JPG,1,616,670,895,869
1.63-European_Hare/SEQ79682/SEQ79682_IMG_0001.JPG,European_Hare,SEQ79682,SEQ79682_IMG_0001.JPG,1,269,801,1224,1088
1.63-European_Hare/SEQ81054/SEQ81054_IMG_0001.JPG,European_Hare,SEQ81054,SEQ81054_IMG_0001.JPG,1,1560,1280,1987,1474
1.63-European_Hare/SEQ80817/SEQ80817_IMG_0001.JPG,European_Hare,SEQ80817,SEQ80817_IMG_0001.JPG,1,1325,982,2048,1409
1.63-European_Hare/SEQ80817/SEQ80817_IMG_0008.JPG,European_Hare,SEQ80817,SEQ80817_IMG_0008.JPG,1,227,834,391,948
1.63-European_Hare/SEQ76388/SEQ76388_IMG_0002.JPG,European_Hare,SEQ76388,SEQ76388_IMG_0002.JPG,1,1100,33,1572,586
1.63-European_Hare/SEQ81068/SEQ81068_IMG_0001.JPG,European_Hare,SEQ81068,SEQ81068_IMG_0001.JPG,1,0,31,2048,924
1.63-European_Hare/SEQ81068/SEQ81068_IMG_0005.JPG,European_Hare,SEQ81068,SEQ81068_IMG_0005.JPG,1,1041,908,1205,1116
1.63-European_Hare/SEQ77111/SEQ77111_IMG_0001.JPG,European_Hare,SEQ77111,SEQ77111_IMG_0001.JPG,1,724,60,1071,735
1.63-European_Hare/SEQ80674/SEQ80674_IMG_0001.JPG,European_Hare,SEQ80674,SEQ80674_IMG_0001.JPG,1,0,32,2048,1321
1.63-European_Hare/SEQ80674/SEQ80674_IMG_0004.JPG,European_Hare,SEQ80674,SEQ80674_IMG_0004.JPG,1,957,791,1192,909
1.63-European_Hare/SEQ75230/SEQ75230_IMG_0001.JPG,European_Hare,SEQ75230,SEQ75230_IMG_0001.JPG,1,202,32,1236,773
1.63-European_Hare/SEQ79722/SEQ79722_IMG_0001.JPG,European_Hare,SEQ79722,SEQ79722_IMG_0001.JPG,1,136,588,1010,1027
1.63-European_Hare/SEQ79722/SEQ79722_IMG_0003.JPG,European_Hare,SEQ79722,SEQ79722_IMG_0003.JPG,1,1819,859,1914,1036
1.63-European_Hare/SEQ79722/SEQ79722_IMG_0004.JPG,European_Hare,SEQ79722,SEQ79722_IMG_0004.JPG,1,959,851,1480,1178
1.63-European_Hare/SEQ79722/SEQ79722_IMG_0005.JPG,European_Hare,SEQ79722,SEQ79722_IMG_0005.JPG,1,925,797,1345,1137
1.63-European_Hare/SEQ79722/SEQ79722_IMG_0006.JPG,European_Hare,SEQ79722,SEQ79722_IMG_0006.JPG,1,1120,822,1301,1014
1.63-European_Hare/SEQ79722/SEQ79722_IMG_0007.JPG,European_Hare,SEQ79722,SEQ79722_IMG_0007.JPG,1,1351,874,1554,997
1.63-European_Hare/SEQ75208/SEQ75208_IMG_0001.JPG,European_Hare,SEQ75208,SEQ75208_IMG_0001.JPG,1,0,852,2048,1474
1.63-European_Hare/SEQ75208/SEQ75208_IMG_0002.JPG,European_Hare,SEQ75208,SEQ75208_IMG_0002.JPG,1,0,1353,2048,1474
1.63-European_Hare/SEQ75203/SEQ75203_IMG_0001.JPG,European_Hare,SEQ75203,SEQ75203_IMG_0001.JPG,1,759,1079,1016,1252
1.63-European_Hare/SEQ75203/SEQ75203_IMG_0002.JPG,European_Hare,SEQ75203,SEQ75203_IMG_0002.JPG,1,316,1085,532,1223
1.63-European_Hare/SEQ80806/SEQ80806_IMG_0001.JPG,European_Hare,SEQ80806,SEQ80806_IMG_0001.JPG,1,375,836,1758,1382
1.63-European_Hare/SEQ80806/SEQ80806_IMG_0002.JPG,European_Hare,SEQ80806,SEQ80806_IMG_0002.JPG,1,358,876,567,1065
1.63-European_Hare/SEQ75184/SEQ75184_IMG_0001.JPG,European_Hare,SEQ75184,SEQ75184_IMG_0001.JPG,1,0,1110,1392,1461
1.63-European_Hare/SEQ75184/SEQ75184_IMG_0004.JPG,European_Hare,SEQ75184,SEQ75184_IMG_0004.JPG,1,636,778,778,884
1.63-European_Hare/SEQ75184/SEQ75184_IMG_0005.JPG,European_Hare,SEQ75184,SEQ75184_IMG_0005.JPG,1,980,800,1121,933
1.63-European_Hare/SEQ75206/SEQ75206_IMG_0001.JPG,European_Hare,SEQ75206,SEQ75206_IMG_0001.JPG,1,0,163,271,544
1.63-European_Hare/SEQ75219/SEQ75219_IMG_0001.JPG,European_Hare,SEQ75219,SEQ75219_IMG_0001.JPG,1,1803,978,1936,1237
1.63-European_Hare/SEQ75219/SEQ75219_IMG_0002.JPG,European_Hare,SEQ75219,SEQ75219_IMG_0002.JPG,1,1301,1118,1420,1281
1.63-European_Hare/SEQ75219/SEQ75219_IMG_0003.JPG,European_Hare,SEQ75219,SEQ75219_IMG_0003.JPG,1,367,1110,538,1232
1.63-European_Hare/SEQ80662/SEQ80662_IMG_0002.JPG,European_Hare,SEQ80662,SEQ80662_IMG_0002.JPG,1,963,33,2048,1208
1.63-European_Hare/SEQ80805/SEQ80805_IMG_0001.JPG,European_Hare,SEQ80805,SEQ80805_IMG_0001.JPG,1,1215,978,1355,1125
1.63-European_Hare/SEQ81077/SEQ81077_IMG_0001.JPG,European_Hare,SEQ81077,SEQ81077_IMG_0001.JPG,1,1087,615,2048,1474
1.63-European_Hare/SEQ81077/SEQ81077_IMG_0006.JPG,European_Hare,SEQ81077,SEQ81077_IMG_0006.JPG,1,520,822,722,984
1.63-European_Hare/SEQ81077/SEQ81077_IMG_0007.JPG,European_Hare,SEQ81077,SEQ81077_IMG_0007.JPG,1,976,796,1160,934
1.63-European_Hare/SEQ79875/SEQ79875_IMG_0001.JPG,European_Hare,SEQ79875,SEQ79875_IMG_0001.JPG,1,0,32,2048,1355
1.63-European_Hare/SEQ79446/SEQ79446_IMG_0001.JPG,European_Hare,SEQ79446,SEQ79446_IMG_0001.JPG,1,312,962,1054,1324
1.63-European_Hare/SEQ77339/SEQ77339_IMG_0001.JPG,European_Hare,SEQ77339,SEQ77339_IMG_0001.JPG,1,0,32,2048,1266
1.63-European_Hare/SEQ77339/SEQ77339_IMG_0002.JPG,European_Hare,SEQ77339,SEQ77339_IMG_0002.JPG,1,793,840,977,1004
1.63-European_Hare/SEQ75993/SEQ75993_IMG_0001.JPG,European_Hare,SEQ75993,SEQ75993_IMG_0001.JPG,1,489,1342,1145,1474
1.63-European_Hare/SEQ81066/SEQ81066_IMG_0001.JPG,European_Hare,SEQ81066,SEQ81066_IMG_0001.JPG,1,900,1012,2048,1474
1.63-European_Hare/SEQ81066/SEQ81066_IMG_0002.JPG,European_Hare,SEQ81066,SEQ81066_IMG_0002.JPG,1,261,839,439,1052
1.63-European_Hare/SEQ81311/SEQ81311_IMG_0001.JPG,European_Hare,SEQ81311,SEQ81311_IMG_0001.JPG,1,0,32,2048,1044
1.63-European_Hare/SEQ76595/SEQ76595_IMG_0001.JPG,European_Hare,SEQ76595,SEQ76595_IMG_0001.JPG,1,0,32,2048,1275
1.63-European_Hare/SEQ77068/SEQ77068_IMG_0001.JPG,European_Hare,SEQ77068,SEQ77068_IMG_0001.JPG,1,218,717,987,1127
1.63-European_Hare/SEQ77068/SEQ77068_IMG_0002.JPG,European_Hare,SEQ77068,SEQ77068_IMG_0002.JPG,1,1497,790,1625,922
1.63-European_Hare/SEQ77276/SEQ77276_IMG_0001.JPG,European_Hare,SEQ77276,SEQ77276_IMG_0001.JPG,1,1037,978,1655,1331
1.63-European_Hare/SEQ77276/SEQ77276_IMG_0002.JPG,European_Hare,SEQ77276,SEQ77276_IMG_0002.JPG,1,617,1154,815,1474
1.63-European_Hare/SEQ77276/SEQ77276_IMG_0005.JPG,European_Hare,SEQ77276,SEQ77276_IMG_0005.JPG,1,686,1327,799,1474
1.63-European_Hare/SEQ80673/SEQ80673_IMG_0007.JPG,European_Hare,SEQ80673,SEQ80673_IMG_0007.JPG,1,903,776,1109,859
1.63-European_Hare/SEQ79508/SEQ79508_IMG_0001.JPG,European_Hare,SEQ79508,SEQ79508_IMG_0001.JPG,1,711,33,1301,479
1.63-European_Hare/SEQ79511/SEQ79511_IMG_0001.JPG,European_Hare,SEQ79511,SEQ79511_IMG_0001.JPG,1,1143,33,2048,874
1.63-European_Hare/SEQ79885/SEQ79885_IMG_0001.JPG,European_Hare,SEQ79885,SEQ79885_IMG_0001.JPG,1,31,1183,780,1474
1.63-European_Hare/SEQ75210/SEQ75210_IMG_0001.JPG,European_Hare,SEQ75210,SEQ75210_IMG_0001.JPG,1,0,898,1719,1443
1.63-European_Hare/SEQ75210/SEQ75210_IMG_0002.JPG,European_Hare,SEQ75210,SEQ75210_IMG_0002.JPG,1,757,1412,1263,1474
1.63-European_Hare/SEQ77241/SEQ77241_IMG_0001.JPG,European_Hare,SEQ77241,SEQ77241_IMG_0001.JPG,1,0,32,2048,1312
1.63-European_Hare/SEQ77241/SEQ77241_IMG_0002.JPG,European_Hare,SEQ77241,SEQ77241_IMG_0002.JPG,1,1155,732,1352,880
1.63-European_Hare/SEQ80810/SEQ80810_IMG_0001.JPG,European_Hare,SEQ80810,SEQ80810_IMG_0001.JPG,1,371,969,613,1120
1.63-European_Hare/SEQ80810/SEQ80810_IMG_0011.JPG,European_Hare,SEQ80810,SEQ80810_IMG_0011.JPG,1,707,841,942,989
1.63-European_Hare/SEQ75207/SEQ75207_IMG_0001.JPG,European_Hare,SEQ75207,SEQ75207_IMG_0001.JPG,1,827,1084,1073,1255
1.63-European_Hare/SEQ75207/SEQ75207_IMG_0006.JPG,European_Hare,SEQ75207,SEQ75207_IMG_0006.JPG,1,229,1101,479,1226
1.63-European_Hare/SEQ79796/SEQ79796_IMG_0002.JPG,European_Hare,SEQ79796,SEQ79796_IMG_0002.JPG,1,390,792,536,916
1.63-European_Hare/SEQ75218/SEQ75218_IMG_0001.JPG,European_Hare,SEQ75218,SEQ75218_IMG_0001.JPG,1,825,1087,969,1202
1.63-European_Hare/SEQ75212/SEQ75212_IMG_0001.JPG,European_Hare,SEQ75212,SEQ75212_IMG_0001.JPG,1,0,32,2048,1299
1.63-European_Hare/SEQ75212/SEQ75212_IMG_0002.JPG,European_Hare,SEQ75212,SEQ75212_IMG_0002.JPG,1,54,78,194,273
1.63-European_Hare/SEQ80803/SEQ80803_IMG_0001.JPG,European_Hare,SEQ80803,SEQ80803_IMG_0001.JPG,1,543,863,1044,1228
1.63-European_Hare/SEQ77370/SEQ77370_IMG_0001.JPG,European_Hare,SEQ77370,SEQ77370_IMG_0001.JPG,1,644,870,2048,1474
1.63-European_Hare/SEQ77370/SEQ77370_IMG_0002.JPG,European_Hare,SEQ77370,SEQ77370_IMG_0002.JPG,1,1546,1310,1809,1455
1.63-European_Hare/SEQ75231/SEQ75231_IMG_0001.JPG,European_Hare,SEQ75231,SEQ75231_IMG_0001.JPG,1,80,165,2048,1474
1.63-European_Hare/SEQ75231/SEQ75231_IMG_0006.JPG,European_Hare,SEQ75231,SEQ75231_IMG_0006.JPG,1,1591,1256,1796,1474
1.63-European_Hare/SEQ75992/SEQ75992_IMG_0001.JPG,European_Hare,SEQ75992,SEQ75992_IMG_0001.JPG,1,543,1035,1642,1474
1.63-European_Hare/SEQ75992/SEQ75992_IMG_0002.JPG,European_Hare,SEQ75992,SEQ75992_IMG_0002.JPG,1,525,813,1119,1257
1.63-European_Hare/SEQ75992/SEQ75992_IMG_0003.JPG,European_Hare,SEQ75992,SEQ75992_IMG_0003.JPG,1,917,818,1365,1271
1.63-European_Hare/SEQ75992/SEQ75992_IMG_0004.JPG,European_Hare,SEQ75992,SEQ75992_IMG_0004.JPG,1,947,835,1383,1268
1.63-European_Hare/SEQ75992/SEQ75992_IMG_0005.JPG,European_Hare,SEQ75992,SEQ75992_IMG_0005.JPG,1,1095,1004,1258,1106
1.63-European_Hare/SEQ75992/SEQ75992_IMG_0006.JPG,European_Hare,SEQ75992,SEQ75992_IMG_0006.JPG,1,1414,878,1789,1208
1.63-European_Hare/SEQ75992/SEQ75992_IMG_0007.JPG,European_Hare,SEQ75992,SEQ75992_IMG_0007.JPG,1,1734,844,1914,1094
